Address,Suburb,Prices,Estimated resident population (no.),Population density (persons/km2),Median age - persons (years),Working age population (aged 15-64 years) (no.),Employed (no.),Unemployed (no.),Renter (no.),Health care and social assistance (no.),Financial and insurance services (no.),Administrative and support services (no.),Education and training (no.),Accommodation and food services (no.),Public administration and safety (no.),Value of residential building ($m),Houses - total (no.),Townhouses - total (no.),Apartments - total (no.),Median weekly household rental payment ($),Rented (no.),Count of homeless persons (no.),"Used at least one form of public transport (train, tram, bus, ferry) (no.)",latitude,longitude,num_stops,num_stations,num_schools,num_restaurants,num_landmarks,total_transport
"8 Bowling Avenue, 
POINT COOK VIC 3030",POINT COOK,550.0,62990.0,8965.2,136.60000000000002,41810.0,0.0,0.0,239.0,398.0,229.0,317.0,109.0,283.0,29.0,89.0,18237.0,2054.0,590.0,1601.0,5811.0,96.0,1469.0,-37.8854593,144.7163484,0.0,0.0,5.0,0.0,0.0,0.0
"12 Ostend Crescent, 
POINT COOK VIC 3030",POINT COOK,550.0,62990.0,8965.2,136.60000000000002,41810.0,0.0,0.0,239.0,398.0,229.0,317.0,109.0,283.0,29.0,89.0,18237.0,2054.0,590.0,1601.0,5811.0,96.0,1469.0,-37.9072966,144.7722112,0.0,0.0,3.0,0.0,0.0,0.0
"2/11 Burrows Avenue, 
DANDENONG VIC 3175",DANDENONG,550.0,54169.0,5306.299999999999,105.8,35871.0,0.0,0.0,207.0,259.0,263.0,438.0,69.0,331.0,24.0,110.0,12152.0,5534.0,2756.0,992.0,7356.0,1157.0,1364.0,-37.9788345,145.2231912,0.0,0.0,8.0,0.0,0.0,0.0
"Thomas Street, 
DANDENONG VIC 3175",DANDENONG,550.0,54169.0,5306.299999999999,105.8,35871.0,0.0,0.0,207.0,259.0,263.0,438.0,69.0,331.0,24.0,110.0,12152.0,5534.0,2756.0,992.0,7356.0,1157.0,1364.0,-37.9889039,145.2127907,0.0,1.0,7.0,0.0,0.0,1.0
"6 Wrexham Ct, 
DEER PARK VIC 3023",DEER PARK,550.0,18230.0,2257.1,35.3,11941.0,0.0,0.0,55.0,47.0,29.0,91.0,10.0,54.0,3.0,9.0,5721.0,810.0,55.0,350.0,1717.0,174.0,430.0,-37.7545529,144.7598841,0.0,0.0,5.0,0.0,0.0,0.0
"1312/6-22 Pearl River Road, 
DOCKLANDS VIC 3008",DOCKLANDS,550.0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"1204/387 Docklands Drive, 
DOCKLANDS VIC 3008",DOCKLANDS,550.0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"509/838 Bourke Street, 
DOCKLANDS VIC 3008",DOCKLANDS,550.0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"N210/241 Harbour Esplanade, 
DOCKLANDS VIC 3008",DOCKLANDS,550.0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"1601/8 Pearl River Road, 
DOCKLANDS VIC 3008",DOCKLANDS,550.0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,-37.8107831,144.9356403,1.0,0.0,8.0,92.0,11.0,1.0
"2301/628 Flinders Street, 
DOCKLANDS VIC 3008",DOCKLANDS,550.0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"6D/8 Waterside Place, 
DOCKLANDS VIC 3008",DOCKLANDS,550.0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,-37.8202487,144.9419641,4.0,0.0,5.0,315.0,17.0,4.0
"55/5 Piney Ridge, 
ENDEAVOUR HILLS VIC 3802",ENDEAVOUR HILLS,450.0,25655.0,3252.0,78.9,16903.0,0.0,0.0,49.0,88.0,57.0,126.0,30.0,75.0,3.0,35.0,7893.0,1060.0,10.0,752.0,1496.0,90.0,303.0,-37.976302,145.2631601,0.0,0.0,0.0,0.0,0.0,0.0
"5 Pinevale Court, 
EPPING VIC 3076",EPPING,450.0,33834.0,3899.2,108.1,22572.0,0.0,0.0,188.0,146.0,64.0,143.0,43.0,133.0,12.0,40.0,9430.0,2155.0,314.0,1091.0,3144.0,127.0,828.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"2/7 Prince Street, 
SPRINGVALE VIC 3171",SPRINGVALE,450.0,35275.0,4822.8,73.8,24219.0,0.0,0.0,51.0,139.0,72.0,248.0,38.0,233.0,11.0,47.0,8843.0,2242.0,955.0,711.0,3856.0,439.0,1078.0,-37.9474421,145.1554811,0.0,1.0,12.0,0.0,0.0,1.0
"18 College Road, 
WERRIBEE VIC 3030",WERRIBEE,450.0,58887.0,2806.9,105.5,39418.0,0.0,0.0,501.0,249.0,121.0,206.0,60.0,171.0,19.0,462.0,19321.0,3015.0,506.0,1026.0,6808.0,220.0,1363.0,-37.904075,144.6661584,0.0,0.0,5.0,0.0,0.0,0.0
"103 Welcome Parade, 
WYNDHAM VALE VIC 3024",WYNDHAM VALE,450.0,22858.0,2941.3,63.400000000000006,15428.0,0.0,0.0,244.0,50.0,8.0,77.0,17.0,46.0,3.0,219.0,7493.0,345.0,20.0,686.0,2192.0,101.0,651.0,-37.8529096,144.5936757,0.0,0.0,0.0,0.0,0.0,0.0
"EG07/11 Flockhart St, 
ABBOTSFORD VIC 3067",ABBOTSFORD,450.0,9262.0,5321.5,33.7,7675.0,0.0,0.0,39.0,100.0,101.0,44.0,28.0,95.0,5.0,10.0,501.0,1234.0,3901.0,425.0,2436.0,114.0,617.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"228/4 Acacia Place, 
ABBOTSFORD VIC 3067",ABBOTSFORD,450.0,9262.0,5321.5,33.7,7675.0,0.0,0.0,39.0,100.0,101.0,44.0,28.0,95.0,5.0,10.0,501.0,1234.0,3901.0,425.0,2436.0,114.0,617.0,-37.8116124,145.0138185,4.0,0.0,15.0,0.0,0.0,4.0
"804/649 Chapel Street, 
SOUTH YARRA VIC 3141",SOUTH YARRA,660.0,28123.0,21662.2,106.5,22280.0,0.0,0.0,76.0,497.0,622.0,236.0,87.0,356.0,6.0,79.0,1181.0,2094.0,15905.0,1278.0,8671.0,64.0,1947.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"13/276A Domain Road, 
SOUTH YARRA VIC 3141",SOUTH YARRA,660.0,28123.0,21662.2,106.5,22280.0,0.0,0.0,76.0,497.0,622.0,236.0,87.0,356.0,6.0,79.0,1181.0,2094.0,15905.0,1278.0,8671.0,64.0,1947.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"152 Sturt St, 
SOUTHBANK VIC 3006",SOUTHBANK,660.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,-37.8254083,144.9662497,10.0,0.0,9.0,391.0,46.0,10.0
"1412/70 Southbank Boulevard, 
SOUTHBANK VIC 3006",SOUTHBANK,660.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"4802/81 City Road, 
SOUTHBANK VIC 3006",SOUTHBANK,660.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"1/23 Laurie Street, 
NEWPORT VIC 3015",NEWPORT,665.0,18985.0,2147.5,38.0,12783.0,0.0,0.0,50.0,129.0,58.0,62.0,33.0,70.0,8.0,184.0,4871.0,2323.0,587.0,460.0,2101.0,46.0,496.0,-37.8449273,144.8702697,0.0,0.0,7.0,0.0,0.0,0.0
"308/246 Church St, 
RICHMOND VIC 3121",RICHMOND,665.0,14083.0,7322.3,34.3,11182.0,0.0,0.0,48.0,325.0,111.0,82.0,40.0,136.0,0.0,22.0,800.0,1760.0,5641.0,400.0,4011.0,80.0,872.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"2304/259 Normanby Road, 
SOUTH MELBOURNE VIC 3205",SOUTH MELBOURNE,665.0,11860.0,6276.1,39.5,8599.0,0.0,0.0,51.0,275.0,441.0,202.0,76.0,258.0,8.0,138.0,309.0,2393.0,4713.0,421.0,3064.0,123.0,554.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"1406/259 Normanby Road, 
SOUTH MELBOURNE VIC 3205",SOUTH MELBOURNE,665.0,11860.0,6276.1,39.5,8599.0,0.0,0.0,51.0,275.0,441.0,202.0,76.0,258.0,8.0,138.0,309.0,2393.0,4713.0,421.0,3064.0,123.0,554.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"604B/609 Victoria Street, 
ABBOTSFORD VIC 3067",ABBOTSFORD,670.0,9262.0,5321.5,33.7,7675.0,0.0,0.0,39.0,100.0,101.0,44.0,28.0,95.0,5.0,10.0,501.0,1234.0,3901.0,425.0,2436.0,114.0,617.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"51 Fromer Street, 
BENTLEIGH VIC 3204",BENTLEIGH,670.0,30909.0,6728.2,79.69999999999999,19882.0,0.0,0.0,59.0,197.0,130.0,132.0,67.0,139.0,9.0,123.0,8184.0,1727.0,2075.0,998.0,2642.0,78.0,552.0,-37.9287031,145.0444918,0.0,0.0,9.0,0.0,0.0,0.0
"108-124 UNION STREET, 
BRUNSWICK VIC 3056",BRUNSWICK,670.0,53768.0,20807.5,136.6,42314.0,0.0,0.0,299.0,431.0,183.0,197.0,120.0,360.0,16.0,215.0,8601.0,7170.0,12379.0,1667.0,11861.0,278.0,3124.0,-37.77317725,144.9535167474345,5.0,1.0,12.0,2.0,1.0,6.0
"2506/628 Flinders Street, 
DOCKLANDS VIC 3008",DOCKLANDS,600.0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"309S/889 Collins Street, 
DOCKLANDS VIC 3008",DOCKLANDS,600.0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"4/303 Young Street, 
FITZROY VIC 3065",FITZROY,600.0,23564.0,12870.9,71.4,17755.0,0.0,0.0,75.0,468.0,158.0,120.0,55.0,320.0,3.0,99.0,1026.0,5087.0,6251.0,932.0,5354.0,232.0,978.0,-37.7945097,144.9803574,16.0,0.0,20.0,33.0,4.0,16.0
"15/14-16 Grover St, 
PASCOE VALE VIC 3044",PASCOE VALE,600.0,17409.0,3759.2,36.3,11989.0,0.0,0.0,74.0,87.0,43.0,53.0,25.0,67.0,4.0,43.0,3615.0,3784.0,286.0,400.0,2351.0,15.0,575.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"9/77 River Street, 
SOUTH YARRA VIC 3141",SOUTH YARRA,600.0,28123.0,21662.2,106.5,22280.0,0.0,0.0,76.0,497.0,622.0,236.0,87.0,356.0,6.0,79.0,1181.0,2094.0,15905.0,1278.0,8671.0,64.0,1947.0,-37.8371752,144.9976132,9.0,1.0,14.0,0.0,0.0,10.0
"102/20 Shamrock Street, 
ABBOTSFORD VIC 3067",ABBOTSFORD,580.0,9262.0,5321.5,33.7,7675.0,0.0,0.0,39.0,100.0,101.0,44.0,28.0,95.0,5.0,10.0,501.0,1234.0,3901.0,425.0,2436.0,114.0,617.0,-37.810119,145.0067535,6.0,0.0,13.0,0.0,0.0,6.0
"722/1 Moreland Street, 
FOOTSCRAY VIC 3011",FOOTSCRAY,650.0,17420.0,3507.1,34.1,13694.0,0.0,0.0,82.0,200.0,91.0,138.0,41.0,190.0,5.0,248.0,2695.0,1326.0,5031.0,355.0,4123.0,278.0,1360.0,-37.8054825,144.9055775,0.0,0.0,5.0,2.0,0.0,0.0
"31 Naranga Crescent, 
FRANKSTON VIC 3199",FRANKSTON,650.0,62521.0,4843.5,121.2,39777.0,0.0,0.0,455.0,371.0,155.0,218.0,76.0,176.0,12.0,68.0,21147.0,4743.0,1416.0,1096.0,8000.0,650.0,751.0,-38.1483877,145.1637697,0.0,0.0,8.0,0.0,0.0,0.0
"135 Aquarius Drive, 
FRANKSTON VIC 3199",FRANKSTON,650.0,62521.0,4843.5,121.2,39777.0,0.0,0.0,455.0,371.0,155.0,218.0,76.0,176.0,12.0,68.0,21147.0,4743.0,1416.0,1096.0,8000.0,650.0,751.0,-38.1638274,145.1586849,0.0,0.0,7.0,0.0,0.0,0.0
"22 Yuille Street, 
FRANKSTON VIC 3199",FRANKSTON,650.0,62521.0,4843.5,121.2,39777.0,0.0,0.0,455.0,371.0,155.0,218.0,76.0,176.0,12.0,68.0,21147.0,4743.0,1416.0,1096.0,8000.0,650.0,751.0,-38.1488042,145.1268374,0.0,0.0,7.0,0.0,0.0,0.0
"32 Campbell Street, 
FRANKSTON VIC 3199",FRANKSTON,650.0,62521.0,4843.5,121.2,39777.0,0.0,0.0,455.0,371.0,155.0,218.0,76.0,176.0,12.0,68.0,21147.0,4743.0,1416.0,1096.0,8000.0,650.0,751.0,-38.1446007,145.1430832,0.0,0.0,10.0,0.0,0.0,0.0
"6 Clitus Street, 
GLEN WAVERLEY VIC 3150",GLEN WAVERLEY,650.0,43223.0,5167.6,81.2,27582.0,0.0,0.0,31.0,498.0,237.0,202.0,72.0,305.0,6.0,137.0,12642.0,1769.0,2120.0,962.0,3910.0,168.0,1127.0,-37.8941543,145.1680706,0.0,0.0,10.0,0.0,0.0,0.0
"24 George Street, 
GLENROY VIC 3046",GLENROY,650.0,23965.0,5837.200000000001,68.1,16418.0,0.0,0.0,72.0,102.0,35.0,114.0,30.0,71.0,29.0,56.0,5727.0,3314.0,909.0,738.0,3218.0,129.0,1254.0,-37.7130699,144.9135713,0.0,0.0,10.0,0.0,0.0,0.0
"6 St James Road, 
HEIDELBERG VIC 3084",HEIDELBERG,650.0,15038.0,2247.4,35.3,10669.0,0.0,0.0,139.0,118.0,35.0,77.0,18.0,49.0,6.0,77.0,4091.0,2466.0,472.0,353.0,2818.0,208.0,354.0,-37.7466797,145.0599901,0.0,0.0,10.0,0.0,0.0,0.0
"1/51 Yarra Street, 
HEIDELBERG VIC 3084",HEIDELBERG,650.0,15038.0,2247.4,35.3,10669.0,0.0,0.0,139.0,118.0,35.0,77.0,18.0,49.0,6.0,77.0,4091.0,2466.0,472.0,353.0,2818.0,208.0,354.0,-37.758544,145.0688918,0.0,0.0,6.0,0.0,0.0,0.0
"1/6 Bletchley Road, 
HUGHESDALE VIC 3166",HUGHESDALE,650.0,7644.0,3803.9,37.9,5330.0,0.0,0.0,13.0,41.0,35.0,36.0,19.0,25.0,3.0,17.0,1703.0,1090.0,547.0,416.0,1019.0,56.0,344.0,-37.8960477,145.082154,0.0,1.0,8.0,0.0,0.0,1.0
"311/59-63 Warrigal Road, 
HUGHESDALE VIC 3166",HUGHESDALE,650.0,7644.0,3803.9,37.9,5330.0,0.0,0.0,13.0,41.0,35.0,36.0,19.0,25.0,3.0,17.0,1703.0,1090.0,547.0,416.0,1019.0,56.0,344.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"8/465 Macaulay Road, 
KENSINGTON VIC 3031",KENSINGTON,650.0,10874.0,5064.7,35.4,8210.0,0.0,0.0,34.0,94.0,37.0,50.0,14.0,60.0,4.0,38.0,907.0,2851.0,1781.0,416.0,2323.0,49.0,576.0,-37.7948008,144.9335016,0.0,2.0,13.0,60.0,14.0,2.0
"G10/11 Renver Road, 
CLAYTON VIC 3168",CLAYTON,590.0,13570.0,1709.5,34.5,9602.0,0.0,0.0,29.0,43.0,23.0,133.0,10.0,54.0,0.0,29.0,2960.0,1799.0,629.0,381.0,1886.0,138.0,595.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"46 Goleen Street, 
COBURG VIC 3058",COBURG,590.0,35372.0,9577.7,112.0,24819.0,0.0,0.0,134.0,266.0,114.0,138.0,53.0,174.0,11.0,70.0,9813.0,3556.0,1545.0,1267.0,4343.0,144.0,1461.0,-37.7267897,144.9657518,3.0,0.0,11.0,0.0,0.0,3.0
"4 Pepperbush Circuit, 
CRANBOURNE VIC 3977",CRANBOURNE,590.0,122174.0,12938.6,225.6,80567.0,0.0,0.0,535.0,302.0,154.0,481.0,67.0,305.0,25.0,625.0,35593.0,4164.0,409.0,2687.0,9314.0,602.0,2037.0,-38.0859737,145.2810288,0.0,0.0,0.0,0.0,0.0,0.0
"1/13 Orgill Street, 
DANDENONG VIC 3175",DANDENONG,590.0,54169.0,5306.299999999999,105.8,35871.0,0.0,0.0,207.0,259.0,263.0,438.0,69.0,331.0,24.0,110.0,12152.0,5534.0,2756.0,992.0,7356.0,1157.0,1364.0,-37.9917764,145.2233245,0.0,0.0,8.0,0.0,0.0,0.0
"3406/628 Flinders Street, 
DOCKLANDS VIC 3008",DOCKLANDS,590.0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"1510/15 Doepel Way, 
DOCKLANDS VIC 3008",DOCKLANDS,590.0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,-37.8147729,144.9401185,5.0,0.0,6.0,275.0,14.0,5.0
"1/185 Ormond Road, 
ELWOOD VIC 3184",ELWOOD,590.0,15041.0,5891.5,37.9,11480.0,0.0,0.0,40.0,144.0,79.0,80.0,44.0,51.0,3.0,77.0,1129.0,1169.0,6576.0,415.0,3639.0,66.0,530.0,-37.884643,144.9863487,0.0,0.0,13.0,0.0,0.0,0.0
"501/338 Gore Street, 
FITZROY VIC 3065",FITZROY,590.0,23564.0,12870.9,71.4,17755.0,0.0,0.0,75.0,468.0,158.0,120.0,55.0,320.0,3.0,99.0,1026.0,5087.0,6251.0,932.0,5354.0,232.0,978.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"1904/6 Joseph Road, 
FOOTSCRAY VIC 3011",FOOTSCRAY,590.0,17420.0,3507.1,34.1,13694.0,0.0,0.0,82.0,200.0,91.0,138.0,41.0,190.0,5.0,248.0,2695.0,1326.0,5031.0,355.0,4123.0,278.0,1360.0,-37.7982376,144.914181,0.0,0.0,8.0,4.0,3.0,0.0
"1410/4 Joseph Road, 
FOOTSCRAY VIC 3011",FOOTSCRAY,590.0,17420.0,3507.1,34.1,13694.0,0.0,0.0,82.0,200.0,91.0,138.0,41.0,190.0,5.0,248.0,2695.0,1326.0,5031.0,355.0,4123.0,278.0,1360.0,-37.7982376,144.914181,0.0,0.0,8.0,4.0,3.0,0.0
"26 Hillcrest Road, 
FRANKSTON VIC 3199",FRANKSTON,590.0,62521.0,4843.5,121.2,39777.0,0.0,0.0,455.0,371.0,155.0,218.0,76.0,176.0,12.0,68.0,21147.0,4743.0,1416.0,1096.0,8000.0,650.0,751.0,-38.1555369,145.1431084,0.0,1.0,12.0,0.0,0.0,1.0
"4 Waratah Street, 
GLEN WAVERLEY VIC 3150",GLEN WAVERLEY,590.0,43223.0,5167.6,81.2,27582.0,0.0,0.0,31.0,498.0,237.0,202.0,72.0,305.0,6.0,137.0,12642.0,1769.0,2120.0,962.0,3910.0,168.0,1127.0,-37.8766278,145.1801565,0.0,0.0,9.0,0.0,0.0,0.0
"Carpark1209/673 Latrobe Street, 
DOCKLANDS VIC 3008",DOCKLANDS,46.0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"Carpark604/8 Pearl River Road, 
DOCKLANDS VIC 3008",DOCKLANDS,50.0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"Carpark451/401 Docklands Drive, 
DOCKLANDS VIC 3008",DOCKLANDS,50.0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"Carpark450/401 Docklands Drive, 
DOCKLANDS VIC 3008",DOCKLANDS,50.0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"Carpark5118/70 Southbank Boulevard, 
SOUTHBANK VIC 3006",SOUTHBANK,50.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"43 Gillespie Avenue, 
WERRIBEE VIC 3030",WERRIBEE,470.0,58887.0,2806.9,105.5,39418.0,0.0,0.0,501.0,249.0,121.0,206.0,60.0,171.0,19.0,462.0,19321.0,3015.0,506.0,1026.0,6808.0,220.0,1363.0,-37.9113167,144.6091475,0.0,0.0,2.0,0.0,0.0,0.0
"9 Sloane Street, 
WERRIBEE VIC 3030",WERRIBEE,470.0,58887.0,2806.9,105.5,39418.0,0.0,0.0,501.0,249.0,121.0,206.0,60.0,171.0,19.0,462.0,19321.0,3015.0,506.0,1026.0,6808.0,220.0,1363.0,-37.917633,144.6307487,0.0,0.0,2.0,0.0,0.0,0.0
"30 The Burchett, 
WOLLERT VIC 3750",WOLLERT,470.0,24762.0,459.5,30.7,16395.0,0.0,0.0,71.0,58.0,29.0,104.0,22.0,59.0,9.0,381.0,6847.0,851.0,154.0,391.0,1706.0,50.0,540.0,-37.6081948,145.0161164,0.0,0.0,1.0,0.0,0.0,0.0
"77 Welcome Parade, 
WYNDHAM VALE VIC 3024",WYNDHAM VALE,470.0,22858.0,2941.3,63.400000000000006,15428.0,0.0,0.0,244.0,50.0,8.0,77.0,17.0,46.0,3.0,219.0,7493.0,345.0,20.0,686.0,2192.0,101.0,651.0,-37.8529096,144.5936757,0.0,0.0,0.0,0.0,0.0,0.0
"63 Brougham Avenue, 
WYNDHAM VALE VIC 3024",WYNDHAM VALE,470.0,22858.0,2941.3,63.400000000000006,15428.0,0.0,0.0,244.0,50.0,8.0,77.0,17.0,46.0,3.0,219.0,7493.0,345.0,20.0,686.0,2192.0,101.0,651.0,-37.8980115,144.6183006,0.0,0.0,4.0,0.0,0.0,0.0
"515/6 Acacia Place, 
ABBOTSFORD VIC 3067",ABBOTSFORD,475.0,9262.0,5321.5,33.7,7675.0,0.0,0.0,39.0,100.0,101.0,44.0,28.0,95.0,5.0,10.0,501.0,1234.0,3901.0,425.0,2436.0,114.0,617.0,-37.8116124,145.0138185,4.0,0.0,15.0,0.0,0.0,4.0
"205/201 Albert Street, 
BRUNSWICK VIC 3056",BRUNSWICK,475.0,53768.0,20807.5,136.6,42314.0,0.0,0.0,299.0,431.0,183.0,197.0,120.0,360.0,16.0,215.0,8601.0,7170.0,12379.0,1667.0,11861.0,278.0,3124.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"13 Godwin Street, 
MERNDA VIC 3754",MERNDA,475.0,23634.0,2160.9,65.69999999999999,15485.0,0.0,0.0,178.0,94.0,35.0,95.0,15.0,53.0,3.0,58.0,7183.0,755.0,130.0,768.0,2055.0,33.0,552.0,-37.6068338,145.0681275,0.0,0.0,0.0,0.0,0.0,0.0
"12 Cuthbert Drive, 
MILL PARK VIC 3082",MILL PARK,475.0,28989.0,4469.6,79.5,19968.0,0.0,0.0,194.0,139.0,60.0,110.0,33.0,115.0,6.0,14.0,9397.0,1082.0,289.0,734.0,2288.0,128.0,524.0,-37.6627292,145.0550514,0.0,0.0,6.0,0.0,0.0,0.0
"11 Phar Lap Close, 
MILL PARK VIC 3082",MILL PARK,475.0,28989.0,4469.6,79.5,19968.0,0.0,0.0,194.0,139.0,60.0,110.0,33.0,115.0,6.0,14.0,9397.0,1082.0,289.0,734.0,2288.0,128.0,524.0,-37.6752264,145.0635303,0.0,0.0,6.0,0.0,0.0,0.0
"Carpark613/33 Blackwood Street, 
NORTH MELBOURNE VIC 3051",NORTH MELBOURNE,60.0,15998.0,6597.7,31.3,12916.0,0.0,0.0,59.0,175.0,120.0,100.0,46.0,168.0,9.0,29.0,323.0,2056.0,6849.0,381.0,4386.0,253.0,1051.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"LOT 708/45 Clarke Street, 
SOUTHBANK VIC 3006",SOUTHBANK,260.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"Carpark354/133-137 Fitzroy Street, 
ST KILDA VIC 3182",ST KILDA,60.0,30189.0,12631.5,72.80000000000001,23753.0,0.0,0.0,105.0,263.0,253.0,183.0,83.0,261.0,10.0,41.0,1636.0,2218.0,14987.0,776.0,7769.0,576.0,1852.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"Carpark224/23 Blackwood Street, 
NORTH MELBOURNE VIC 3051",NORTH MELBOURNE,69.0,15998.0,6597.7,31.3,12916.0,0.0,0.0,59.0,175.0,120.0,100.0,46.0,168.0,9.0,29.0,323.0,2056.0,6849.0,381.0,4386.0,253.0,1051.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"2/7 Howe Street, 
MURRUMBEENA VIC 3163",MURRUMBEENA,590.0,9471.0,3766.1,37.8,6581.0,0.0,0.0,16.0,57.0,56.0,44.0,13.0,38.0,3.0,19.0,1970.0,1105.0,1185.0,390.0,1321.0,36.0,400.0,-37.8960583,145.0739262,0.0,1.0,9.0,0.0,0.0,1.0
"23/4 Mason Street, 
NEWPORT VIC 3015",NEWPORT,590.0,18985.0,2147.5,38.0,12783.0,0.0,0.0,50.0,129.0,58.0,62.0,33.0,70.0,8.0,184.0,4871.0,2323.0,587.0,460.0,2101.0,46.0,496.0,-37.842136,144.8802744,0.0,1.0,8.0,0.0,0.0,1.0
